YEAR,MO,DY,T2M,T2MDEW,T2MWET,QV2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,RH2M,TS
1981,9,13,27.2,20.86,24.03,15.69,18.02,99.12,3.55,187.62,5.66,188.31,70.69,27.36
1981,9,14,26.25,21.55,23.9,16.36,2.49,98.94,2.22,198.19,3.41,199,77.44,26.79
1981,9,15,25.89,19.15,22.52,14.04,0.39,99.18,4.52,117.5,6.85,117.69,69.31,26.41
1981,9,16,22.16,13.15,17.66,9.7,0.06,99.92,6.16,11.31,8.52,12,59.88,22.9
1981,9,17,16.67,4.72,10.69,5.37,0,100.58,5.57,11.44,8.27,11.69,49.25,17.62
1981,9,18,16.35,4.79,10.57,5.37,0.02,100.6,3.14,30.31,4.64,30.25,51.06,17.03
1981,9,19,18.49,5.07,11.78,5.49,0,99.87,3.02,187.38,4.64,188,44.88,18.83
1981,9,20,20.55,10.37,15.45,7.93,0,99.2,5.58,182.81,8.11,184,56.25,21.16
1981,9,21,23.89,14.88,19.38,10.68,0,99.14,5.05,181.5,7.65,182.38,62.25,24.4
1981,9,22,24.91,16.79,20.85,12.08,0.01,99.4,4.12,181.88,6.51,182.19,64.75,25.36
1981,9,23,25.26,17.3,21.28,12.45,0,99.71,4.1,173.19,6.62,173.31,64.5,25.76
1981,9,24,24.23,15.39,19.8,10.99,0,99.77,4.66,173.94,7.35,174.75,61.12,24.32
1981,9,25,25.9,16.84,21.37,12.21,0,99.47,6.05,184.31,8.86,185.06,62.69,26.39
1981,9,26,27.12,18.63,22.87,13.61,0,99.28,6.17,186.62,8.66,187.56,63.62,27.69
1981,9,27,26.98,18.31,22.64,13.31,0,99.67,3.66,175.44,5.75,176,61.62,27.9
1981,9,28,26.75,16.73,21.74,11.96,0,99.78,2.93,161.38,4.66,161.25,56.69,27.62
1981,9,29,26.86,16.43,21.64,11.78,0,99.58,3.35,193.94,5.41,194.19,56.81,27.8
1981,9,30,26.44,15.09,20.77,10.93,0.01,99.44,4.75,188.81,7.43,189.12,54.19,27.19
1981,10,1,26.05,17.19,21.62,12.45,0.04,99.56,4.12,175.44,5.83,174.62,60.06,27.4
1981,10,2,24.02,9.19,16.61,7.39,0,99.54,3.82,77.5,5.63,78.69,40.75,25.42
1981,10,3,24.57,12.72,18.65,9.52,0.29,99.08,7.18,154.69,9.78,155.81,48.56,24.96
1981,10,4,27.59,18.7,23.15,13.73,0,98.98,6.7,185.94,9.23,186.81,61.56,27.75
1981,10,5,27.03,19.48,23.26,14.28,3.01,99.32,5.41,186.56,7.73,187.31,65.94,27.72
1981,10,6,22.89,20.65,21.77,15.5,27.44,99.6,3.93,87.19,5.65,88.25,87.5,22.85
1981,10,7,13.66,11.59,12.62,8.61,59.83,99.56,6.78,48.25,8.8,49.56,87.38,14.12
1981,10,8,13.49,10.76,12.13,8.18,2.67,99.28,2.16,78.19,2.97,80.62,84.12,14.7
1981,10,9,19.3,16.77,18.03,12.27,10.29,99,3.36,172.12,5.24,173.5,86.5,19.78
1981,10,10,20.37,17.83,19.11,12.88,0.94,99.49,2.12,88.69,3.38,89.12,85.69,20.86
1981,10,11,19.6,17.69,18.65,12.82,19.25,99.45,4.85,114.88,7.18,115.56,88.81,19.44
1981,10,12,23.44,21.94,22.69,16.72,54.41,99.1,5.56,160.94,8.34,162,91.5,23.01
1981,10,13,23.69,22.87,23.28,17.7,60.35,99,6.39,158.75,9.05,160.19,95.12,23.36
1981,10,14,24.65,21.64,23.14,16.36,2.64,99.28,2.72,184.75,4.78,185.31,84.69,24.71
1981,10,15,24.59,22.59,23.59,17.27,20.89,99.56,3.77,163,6.16,163.75,89.12,24.44
1981,10,16,24.3,21.89,23.1,16.6,7.57,99.4,4.52,177.06,6.84,177.81,87.12,24.29
1981,10,17,22.76,20.69,21.73,15.69,5.68,99.15,6.23,242.25,9.14,242.88,88.31,22.36
1981,10,18,13.9,7.65,10.77,6.59,0,100.4,5.34,290,7.9,290.62,68.5,14
1981,10,19,13.93,6.88,10.4,6.23,0.06,100.53,2.38,108.81,3.91,108.94,65.25,14.14
1981,10,20,15.84,9.78,12.81,7.63,1.5,99.87,6.16,182.31,9.11,183.19,69.12,15.69
1981,10,21,17.63,16.16,16.9,11.66,16,99.75,4.94,179.12,7.27,180.25,91.31,17.51
1981,10,22,11.73,9.71,10.72,7.75,22.25,100.07,6.38,265.44,8.69,265.62,87.56,11.85
1981,10,23,8.38,2.66,5.52,4.58,0,100.72,5.28,20.12,7.81,21,69.88,8.7
1981,10,24,8.29,2.51,5.4,4.58,0.06,99.61,5.02,142.06,7.66,142.56,70.12,8.53
1981,10,25,11.09,8.83,9.96,7.32,0.88,98.77,6.47,229.62,8.8,230.56,86.25,11.06
1981,10,26,9.47,4.33,6.9,5.19,0.18,99.7,5.3,281.38,6.93,282,71.62,9.27
1981,10,27,11.01,6.59,8.8,6.16,0,99.9,3.26,161.19,5.38,161.62,76.62,10.78
1981,10,28,12.58,9.07,10.83,7.26,0,99.76,4.48,167.62,7.27,168.25,80.69,12.33
1981,10,29,14.9,12.12,13.51,8.91,0.03,99.39,5.3,171.06,8.12,171.81,84.88,14.8
1981,10,30,17.4,15.94,16.67,11.54,25.95,99.36,5.72,154.88,8.3,156,91.56,17.21
1981,10,31,18.86,17.76,18.31,13,39.7,99.52,6.01,187.62,8.69,188.56,93.38,18.48
1981,11,1,12.3,7.29,9.79,6.41,0.01,99.81,6.23,273,9.12,273.69,73.81,12.05
1981,11,2,11.64,6.66,9.15,6.16,0.06,99.68,3.46,269.44,5.3,269.31,72.75,10.87
1981,11,3,12.51,8.63,10.57,7.02,0.03,99.71,1.9,249.88,2.77,251.12,78.44,11.55
1981,11,4,13.51,10.38,11.94,8,0,99.66,2.43,189.62,4.03,190.75,83,12.87
1981,11,5,15.05,12.95,14.01,9.4,0,99.71,3.41,172.31,6.02,172.44,86.94,15.01
1981,11,6,12.33,8.65,10.49,7.02,0.2,100.22,3.82,97.12,5.82,67.62,79.81,12.13
1981,11,7,13.36,9.46,11.41,7.57,0,99.72,3.21,141.38,5.2,141.62,78.31,12.58
1981,11,8,14.13,13.37,13.75,9.64,27.32,99.36,4.05,167.62,5.86,168.56,94.75,13.96
1981,11,9,8.04,5.49,6.76,5.62,0.15,100.47,7.11,342,9.48,342.88,84.56,8.33
1981,11,10,7.98,4.18,6.08,5.13,0,100.6,3.04,286.25,4.13,286.69,78,7.69
1981,11,11,9.15,3.73,6.44,4.94,0,100.32,1.48,229.62,2.09,230.56,71.12,7.77
1981,11,12,10.23,6.73,8.48,6.23,0,100.02,2.09,148.56,3.14,149.06,79.44,9.01
1981,11,13,11.61,9.16,10.38,7.32,0.13,99.88,2.99,160.44,4.9,161.12,85.38,11.24
1981,11,14,12.83,10.73,11.78,8.18,0.01,99.64,4.41,164,7.02,164.62,87.44,12.65
1981,11,15,14.94,12.83,13.88,9.34,0,99.08,5.21,260,7.8,260.62,88,14.75
1981,11,16,14.33,10.08,12.2,7.75,0,99.46,2.09,272.88,3.59,273.38,76.5,13.17
1981,11,17,15.55,12.42,13.99,9.16,0,99.39,2.88,183.25,4.84,183.69,82.5,14.65
1981,11,18,18.28,16.13,17.2,11.66,0,98.6,6.37,194,10.02,195.19,87.38,17.65
1981,11,19,10.53,5.79,8.16,5.98,0,99.49,6.96,333.81,9.86,333.75,73.88,10.55
1981,11,20,4.64,-0.22,2.21,3.72,0,100.39,3.59,265.06,5.36,264.94,72.62,4.84
1981,11,21,6.94,2.26,4.6,4.52,0,99.82,4.52,157.94,7.41,158.75,74.19,6.92
1981,11,22,9.55,7.41,8.48,6.59,0,99.29,3.52,169.5,5.84,170.06,87.12,9.61
1981,11,23,12.2,10.19,11.19,7.87,0,99.15,4.69,103.19,7.78,103.75,86.88,11.89
1981,11,24,11.52,6.76,9.15,6.23,0,99.57,3.2,103.31,5.38,103.75,74.81,10.79
1981,11,25,17.28,15.27,16.28,11.11,0.02,98.59,7.64,181.38,11.23,182.12,88,16.7
1981,11,26,15.11,11.4,13.26,8.97,0,98.78,6.86,253.69,9.8,253.81,79.88,14.96
1981,11,27,8.87,4.89,6.88,5.43,0.15,99.74,3.44,40.19,5.24,40.81,77.69,9.17
1981,11,28,11.87,9,10.43,7.2,1.35,99.87,2.05,76.81,3.14,77.5,82.94,11.74
1981,11,29,11.11,10.05,10.58,7.75,8.73,99.52,3.57,89.94,4.98,91.25,93.31,11.28
1981,11,30,15.35,10.69,13.02,8.54,8.92,98.19,7.29,241.94,10.94,242.88,75.81,14.61
1981,12,1,7.09,0.87,3.98,4.15,0,98.92,5.88,309.12,8.91,309.5,66.81,6.76
1981,12,2,7.19,0.87,4.03,4.15,0.01,99.31,3.29,257.5,4.91,257.75,65.38,5.72
1981,12,3,8.94,4.05,6.5,5.19,0,99.6,5.23,207.88,8.73,208.31,72.62,8.44
1981,12,4,5.65,0.06,2.86,3.78,0,100.99,4.21,237.62,6.34,237.94,69.81,5.25
1981,12,5,6.48,1.05,3.76,4.15,0.02,100.41,4.01,150.88,5.89,150.94,69.81,5.75
1981,12,6,10.23,8.12,9.17,6.9,0.01,99.71,5.15,185,7.98,185.5,87.06,9.88
1981,12,7,15.16,13.49,14.33,9.77,0,99.57,2.95,179.12,4.62,179.38,89.75,13.86
1981,12,8,12.66,11.49,12.08,8.54,0.01,100.08,2.44,94.44,3.73,94.81,90.69,12.01
1981,12,9,10.6,7.84,9.23,6.59,0.02,100.4,2.38,32.75,3.39,33,83.56,9.69
1981,12,10,12.22,10.66,11.44,8.24,0,99.7,4.37,168.62,6.55,169.69,89.56,11.4
1981,12,11,11.4,9.73,10.57,7.69,0,99.08,3.85,136.25,5.65,137.19,88.94,11.67
1981,12,12,7.24,4.78,6.01,5.37,0.93,99.63,4.04,48.69,5.04,49.25,84.5,7.83
1981,12,13,6.4,5,5.7,5.49,2.96,99.6,1.89,86.81,2.63,87.44,90.81,6.68
1981,12,14,5.15,2.83,3.98,4.7,0.42,99.87,5.02,167.5,7.06,152.81,85.25,5.36
1981,12,15,4.28,2.69,3.48,4.64,0.03,99.81,2.53,223,3.92,223,89.25,4.36
1981,12,16,8.4,5.28,6.84,5.68,0.02,99.3,6.78,228.5,9.45,229.25,82.31,8.19
1981,12,17,-1.1,-5.69,-3.39,2.44,0,100.7,7.9,136.69,10.34,92.31,71.56,-0.59
1981,12,18,-2.45,-6.66,-4.56,2.26,0,101.03,2.59,128.25,4.27,112.75,75.44,-1.75
1981,12,19,-0.2,-4.94,-2.57,2.62,0,100.59,4.7,128.81,7.19,129.75,73.19,-0.12
1981,12,20,2.69,0.55,1.62,4.15,0.57,99.68,6.73,144.5,8.91,146.31,86.06,2.76
1981,12,21,14.56,11.43,12.99,8.61,0.16,98.2,7.05,208,10.83,208.75,83.12,13.69
1981,12,22,9.32,6.24,7.78,6.41,0,98.42,7.93,272.25,11.06,272.75,81.31,9.11
1981,12,23,1.65,-2.66,-0.5,3.11,0,100.07,4.55,142,6.6,142.62,75.06,2.05
1981,12,24,2.34,-2.38,-0.02,3.17,0,100.37,3.13,59.31,4.82,59.75,73,2.3
1981,12,25,2.54,-2.75,-0.1,3.17,0,99.52,4.12,165.25,6.28,165.62,70.56,1.83
1981,12,26,4.4,0.75,2.57,4.09,0,98.74,4.91,219.62,7.87,220.12,79.56,4.13
1981,12,27,6.28,1.67,3.98,4.52,0,98.35,5.66,172.31,8.95,173,75.75,5.48
1981,12,28,3.41,-0.48,1.47,3.72,0,99.53,5.91,148.19,8.55,134,77.06,3.5
1981,12,29,1.91,-2.35,-0.22,3.17,0,100.36,3.76,61,6.13,61.88,76.06,2.1
1981,12,30,3.76,-0.26,1.75,3.78,0.01,99.68,4.72,143.88,7.09,144.62,76.19,3.74
1981,12,31,7.15,3.83,5.48,5.07,0.02,98.96,6.12,262.31,8.13,263.06,81.19,7.24
1982,1,1,3.44,0.46,1.94,4.09,0,99.46,3.65,81.31,5.75,82.44,82.5,3.66
1982,1,2,13.08,10.22,11.65,8,2.25,98.59,5.79,211.62,8.75,212.38,84.19,12.08
1982,1,3,10.43,5.02,7.73,5.62,0.4,98.64,5.12,270.31,7.34,269.75,71.38,9.57
1982,1,4,4.71,-3.21,0.75,2.99,0,100.04,4.59,248.31,7.66,248.94,60,4.33
1982,1,5,8.22,1.12,4.66,4.27,0.03,99.18,7.18,193.44,10.58,194.31,62.94,7.5
1982,1,6,11.48,5.65,8.57,5.98,0,98.97,6.52,170.06,9.11,170.44,69.56,11.02
1982,1,7,-2.04,-7.88,-4.96,2.01,0,100.73,9.2,66.19,11.41,66.81,64.12,-1.11
1982,1,8,-0.31,-7.77,-4.04,2.08,0,100.9,3.12,176.69,4.34,177.12,60,-0.21
1982,1,9,2.2,-3.38,-0.6,2.99,0,100.2,4.24,128.44,6.49,128.69,68.31,2.19
1982,1,10,-8.23,-15.61,-11.92,1.1,0.01,101.28,10.2,12.69,12.42,12.94,53.75,-6.77
1982,1,11,-9.7,-17.74,-13.71,0.85,0.17,100.93,3.85,101.31,4.77,101.56,49.69,-7.27
1982,1,12,-2.36,-5.1,-3.73,2.62,2.3,99.3,6.01,201.94,7.71,202.69,82.5,-2.13
1982,1,13,-6.31,-9.66,-7.99,1.77,1.76,99.78,5.27,256.25,6.99,256.81,78.56,-6.09
1982,1,14,-1.71,-5.41,-3.56,2.69,0,99.56,4.32,239.75,7.29,240.44,78.38,-2.51
1982,1,15,2.92,-0.42,1.25,3.78,0.07,98.88,4.73,248.75,7.02,249.75,80.5,1.38
1982,1,16,-4.73,-10.17,-7.45,1.83,0.08,100.68,8.84,17.06,10.95,17.44,66.5,-3.87
1982,1,17,-4.74,-10.39,-7.56,1.83,0,100.07,5.09,140.88,6.68,142.31,64.81,-4.16
1982,1,18,4.58,2.98,3.78,4.94,0.07,98.94,5.88,196,8.45,197.25,88.19,3.43
1982,1,19,6.61,5.34,5.98,5.74,0.07,99.24,2.73,207.69,4.61,208.31,89.88,5.49
1982,1,20,10.72,10.67,10.69,8.18,2.44,99.39,2.76,243.19,4.63,242.94,95.81,9.19
1982,1,21,10.04,9.54,9.79,7.51,12.38,99.47,2.31,104.5,3.45,104.5,96.38,9
1982,1,22,15.37,10.61,12.99,8.73,1.71,98.85,7.36,243.62,11.21,243.94,75.81,14.31
1982,1,23,0.44,-6.31,-2.93,2.38,0,100.18,4.45,199.5,5.97,199.56,62.12,0.8
1982,1,24,3.96,-1.56,1.2,3.48,0.01,99.69,4.28,160.12,7.21,160.81,70.25,3.55
1982,1,25,5.86,1.13,3.49,4.15,0,100.02,5.73,83.38,8.72,83.75,74.19,5.38
1982,1,26,5.19,-1.98,1.61,3.3,0,100.48,4.4,115.69,7,116.06,62.88,4.8
1982,1,27,9.99,5.51,7.76,5.92,0.01,99.39,7.4,191.62,10.86,192.69,75.25,9.44
1982,1,28,10.54,6.83,8.68,6.47,0.19,99.96,5.9,66.62,8.6,67.94,79.69,10.44
1982,1,29,16.76,14.69,15.73,10.56,11.3,99.08,8.94,165.31,12.47,166.25,88.06,16.09
1982,1,30,10.41,8.82,9.62,7.75,34.08,98.57,8.62,259.12,11.32,259.81,89.94,10.19
1982,1,31,2.64,-1.61,0.51,3.42,1.6,99.9,6.94,272,9.05,272.44,74.81,3.01
1982,2,1,3.97,0.22,2.09,3.91,0.31,99.85,5.84,134.38,8.41,135.06,78.25,3.89
1982,2,2,5.78,3.9,4.83,5.07,6.26,99.4,5.05,233.62,6.83,234.44,88.06,5.82
1982,2,3,-0.64,-4.14,-2.39,2.81,0.03,100.16,6.79,229.25,8.46,229.75,78.38,0.4
1982,2,4,-1.55,-4.55,-3.05,2.69,0.05,100.49,3.8,38.81,5.17,40.56,81.88,-0.59
1982,2,5,-4.58,-8.77,-6.67,1.89,0.41,100.94,7.8,255.5,9.43,240.75,73.5,-3.67
1982,2,6,-4.96,-11.01,-7.99,1.59,0,101.36,5.54,92.56,6.8,93.12,62.62,-3.47
1982,2,7,-0.09,-4.95,-2.52,2.62,0.08,100.51,3.38,126.69,5.09,127.25,71,0.04
1982,2,8,1.35,0.59,0.98,4.03,1.64,99.46,3.41,180.38,4.89,181.56,93.94,0.77
1982,2,9,-2.07,-5.56,-3.82,2.5,1.4,100.32,7.26,218,9.24,203.56,78.12,-1.38
1982,2,10,-0.58,-3.7,-2.14,2.93,0.09,100.03,3.42,123.38,4.98,124.06,81,-0.31
1982,2,11,3.2,0.52,1.86,4.03,0.29,100.08,3.56,101.12,5.92,102.06,84.19,3.26
1982,2,12,3.21,1.62,2.41,4.33,0.59,100.32,5.03,279.81,7.57,280.19,89.44,3.1
1982,2,13,1.98,-1.06,0.46,3.54,0,100.7,2.57,205.5,3.92,191.12,82.06,2.72
1982,2,14,6.08,2.05,4.06,4.58,0,99.51,6.3,183.75,9.27,184.44,78.62,5.96
1982,2,15,13.15,11.75,12.45,8.91,0.66,98.85,6.17,177.69,9.17,178.69,91.19,12.73
1982,2,16,11.95,8.58,10.27,7.08,0.13,98.79,4.89,258.38,6.94,258.62,81.62,11.66
1982,2,17,9.28,7.35,8.32,6.47,0,98.71,3.78,70.31,5.77,71.12,87.38,9.42
1982,2,18,9.83,6.82,8.32,6.23,0.01,99.57,4.65,118.62,6.64,104.38,83.44,10.31
1982,2,19,10.98,6.37,8.67,5.98,0,100.11,2.38,94.75,3.62,95.31,74.81,10.06
1982,2,20,13.63,10.12,11.87,7.87,0,99.71,3.3,268.69,5.25,269,80.19,12.52
1982,2,21,14.62,6.85,10.73,6.23,0,99.71,2.48,191.19,3.98,192.19,64.69,13.27
1982,2,22,15.94,10.17,13.05,8,0.02,99.56,4.2,222.25,7.09,222.81,70.56,15.33
1982,2,23,16.36,10.06,13.21,7.75,0.05,99.42,7.08,198.12,10.59,198.94,68.81,15.66
1982,2,24,12.44,9.65,11.05,7.63,4.45,99.76,5.69,162.12,7.78,162.38,83.62,12.6
1982,2,25,4.28,2.55,3.41,4.58,33.58,100.49,7.64,34.44,9.52,35.56,88.62,4.87
1982,2,26,1.91,-0.56,0.68,3.66,3.02,100.53,5.21,75.94,7.16,61.38,84.06,2.62
1982,2,27,4.22,1.34,2.78,4.21,0.17,100.34,2.66,140.75,3.87,140.94,83.19,4.8
1982,2,28,7.15,3.77,5.46,5,0.05,100.52,1.49,114.12,2.2,130.06,80.06,7.51
1982,3,1,10.4,5.96,8.18,5.86,0.05,100.51,2.73,204.19,4.36,204.25,76.12,10.14
1982,3,2,13.5,7.77,10.64,6.71,0.01,99.22,7.67,194.75,11.11,195.81,70.88,13.05
1982,3,3,16.62,11.87,14.24,8.91,0.1,98.35,5.52,212.75,8.09,214.38,75.25,16.08
1982,3,4,7.94,3.3,5.62,4.94,0,98.92,5.04,223.75,6.95,223.19,74.69,8.95
1982,3,5,3.95,0.74,2.34,4.03,7.48,99.62,5.75,30.75,7.64,31.56,80.88,4.76
1982,3,6,2.39,-2.57,-0.1,3.17,0.13,99.89,6.35,287.31,8.2,287.69,72.12,3.1
1982,3,7,4.9,-1.7,1.6,3.36,0,100.24,3.24,199.06,5.29,199.62,66.69,5.69
1982,3,8,9.8,2.55,6.18,4.64,0.23,99.94,7.02,188.62,10.48,189.56,63.5,9.44
1982,3,9,11.88,9.53,10.7,7.51,0.06,99.99,6.62,175.5,9.54,176.62,86.19,11.64
1982,3,10,16.3,13.12,14.7,9.52,0.04,99.41,6.98,186.06,10.12,186.94,82.56,16.08
1982,3,11,18.4,15.35,16.87,11.11,0.02,98.86,5.71,190.69,8.26,192,83.81,18.22
1982,3,12,19.09,17.16,18.13,12.45,0.79,98.59,7.41,184.56,10.77,185.5,88.75,18.47
1982,3,13,19.58,17.77,18.68,12.94,5.39,99.06,2.71,132.06,4.44,135.81,89.31,19.58
1982,3,14,19.33,14.86,17.1,10.99,3.87,98.82,5.7,214.44,7.88,214.75,77.12,18.59
1982,3,15,19.46,16.85,18.15,12.51,0.27,98.4,6.34,184.44,9.7,185.38,85.06,18.9
1982,3,16,19.35,12.14,15.75,9.16,0.09,98.7,2.96,222.88,4.94,223.56,67.69,19.02
1982,3,17,21.74,19.06,20.4,13.98,0.09,99.03,3.63,176.56,6.08,176.88,84.25,21.55
1982,3,18,22.67,18.92,20.8,13.79,0,99.23,5.69,177.38,8.54,178.06,80.69,22.49
1982,3,19,22.62,18.72,20.67,13.73,0.04,98.7,6.73,199,9.63,199.81,79.94,22.27
1982,3,20,18.67,10.92,14.8,8.54,2.79,98.83,3.64,235.19,5.55,235.06,65.12,18.58
1982,3,21,12.94,9.19,11.07,7.39,9.38,99.46,5.56,59.19,7.62,60.12,78.75,13.15
1982,3,22,11.87,5.98,8.92,5.86,0.31,99.84,4.6,39.44,6.77,40.38,69.94,12.51
1982,3,23,13.18,10.07,11.62,7.81,0.24,99.14,4.2,146.31,6.27,146.81,82.38,13.54
1982,3,24,15.99,13.26,14.62,9.7,0.05,98.61,3.92,177.25,6.3,178.5,84.19,16.38
1982,3,25,11.21,6.88,9.05,6.53,0.75,99.54,7.55,76.75,10.59,77.19,74.75,11.43
1982,3,26,7.3,-0.1,3.6,3.85,5.12,100.28,3.91,80.62,5.72,81.06,63.12,7.94
1982,3,27,5.27,3.08,4.18,4.76,11.33,100.19,5.37,98.75,6.94,99.38,86.19,6.03
1982,3,28,8.65,3.53,6.08,4.94,0.16,100.32,2.75,91.88,4.45,92.81,73.81,9.87
1982,3,29,12.78,10.2,11.49,8.06,0.3,99.44,7.09,157.88,10,158.69,85.12,12.77
1982,3,30,19.26,12.46,15.86,9.34,0.91,99.08,5.25,219.5,7.59,219.81,69.31,18.55
1982,3,31,16.87,10.42,13.65,8.12,0.16,99.68,4.76,116.38,7.57,116.56,69.62,16.62
1982,4,1,19.03,15.64,17.33,11.72,4.02,99.33,4.23,143.06,6.7,143.75,81.19,19.01
1982,4,2,20.97,13.94,17.45,10.99,4.32,98.35,7.78,230.75,11.51,231.38,68.75,20.19
1982,4,3,13.53,3.9,8.72,5.13,0,99.61,3.38,104.75,5.68,104.94,55.62,13.92
1982,4,4,17.04,12.02,14.53,9.4,0.15,98.76,6.05,161.88,9.11,163,73.31,16.76
1982,4,5,15.72,8.4,12.05,7.39,0.01,98.88,7.95,223.19,11.07,223.75,65.56,15.79
1982,4,6,7.76,0.63,4.19,4.03,0,99.96,4.61,62,6.54,63,62.88,8.95
1982,4,7,12.65,8.17,10.41,7.14,0.07,99.05,7.06,155.38,9.67,156.75,75.31,12.88
1982,4,8,15.81,10.83,13.32,8.42,0.33,98.87,6.84,209.56,9.63,209.88,74.69,16.08
1982,4,9,10.43,3.77,7.1,5.07,0.47,99.59,3.88,71.31,6.02,72.44,67.88,10.94
1982,4,10,8.57,5.72,7.14,5.74,13.15,99.98,3.41,87.56,4.8,87.56,83,8.84
1982,4,11,11.52,6.01,8.76,5.86,0.12,99.81,4.83,198.25,6.95,198.5,71.19,11.76
1982,4,12,18.38,12.47,15.43,9.58,0.12,98.68,7.33,198.31,10.75,200.19,70.62,17.9
1982,4,13,21.11,16.87,18.99,12.27,0.03,98.63,4.65,152.56,6.8,138.19,78.12,20.96
1982,4,14,22.3,18.08,20.19,13.18,0.16,98.79,5.9,132.69,8.74,133.5,78.94,22.1
1982,4,15,21.84,17.28,19.56,12.57,1.79,98.37,7.66,176.44,10.85,177.44,76.56,21.62
1982,4,16,24.08,19.54,21.81,14.59,3.68,98.54,6.38,179.38,8.86,181.38,78,23.9
1982,4,17,15.02,6.5,10.76,6.04,0.13,100.03,6.94,22.75,9.59,23.44,59.25,15.7
1982,4,18,15.47,10.52,12.99,8.06,2.2,99.63,4.57,118.69,6.72,119.81,74.25,15.86
1982,4,19,21.7,17.6,19.65,12.88,3.17,98.78,4.91,167.75,7.25,168.94,79.69,21.64
1982,4,20,13.91,5.21,9.56,5.74,0.1,99.76,7.28,24.19,10.1,24.69,58.25,14.33
1982,4,21,10.95,6.39,8.67,5.98,4.36,100.49,5.9,41.44,7.77,42.56,74.62,11.51
1982,4,22,10.95,6.58,8.76,6.04,1.69,100.86,2.6,44.94,4.02,45.31,76.19,10.89
1982,4,23,12.97,5.63,9.3,5.68,1.6,100.55,3.12,110.56,4.62,110.62,64.25,13.32
1982,4,24,12.77,9.96,11.37,7.69,3.03,99.57,4.34,172.44,6.31,173.19,83.56,12.97
1982,4,25,17.04,10.92,13.98,8.3,0.38,98.62,5.64,239.81,8.59,240.38,71.88,16.99
1982,4,26,16.5,11.61,14.05,8.61,0.12,99.36,4.41,155.69,6.74,155.62,75.12,16.87
1982,4,27,18.27,13.26,15.76,9.58,0.29,99.7,3.38,92.88,5.58,93.62,74.69,18.54
1982,4,28,19.18,15.69,17.44,11.23,17.64,99.35,4.31,178.94,6.73,178.88,81.5,19.04
1982,4,29,18.02,14.55,16.28,10.5,1.26,99.35,2.87,70.44,4.17,73.31,81.25,19.13
1982,4,30,19.3,15.79,17.55,11.35,6.21,99.66,2.77,82.75,4.27,85.44,81.19,20.02
1982,5,1,19.03,15.57,17.3,11.11,1.78,99.91,2.84,80.81,3.95,82.12,81.5,19.17
1982,5,2,20.18,15.65,17.92,11.17,0.12,99.89,1.78,114,2.62,115.38,76.69,20.48
1982,5,3,21.02,16.58,18.8,11.9,0.03,99.68,3.3,164.56,5.16,165.12,77.19,21.27
1982,5,4,22.29,16.32,19.3,11.66,0.18,99.45,5.94,176.38,8.6,177.31,71.38,22.41
1982,5,5,20.83,18.43,19.62,13.43,16.84,99.24,6.66,171.12,9.26,172.19,86.5,20.83
1982,5,6,18.39,14.6,16.5,10.62,19.94,99.24,4.84,276.25,6.8,275.5,79.81,19.05
1982,5,7,15.26,8.01,11.63,6.77,0,99.62,3.05,189.38,4.84,188.62,65.94,16.04
1982,5,8,17.74,10.01,13.87,7.75,0,99.6,4.52,165.75,7.29,166.38,63.12,17.85
1982,5,9,19.27,12.75,16.01,9.28,0.04,99.51,5.26,161.56,8.08,162.12,68.94,19.41
1982,5,10,21.06,16.66,18.87,12.02,0.8,99.22,5.29,164.75,7.88,165.62,77.69,21.26
1982,5,11,21.62,19.02,20.33,13.98,24.37,99.11,5.94,160.25,8.47,161.25,85.75,21.52
1982,5,12,21.55,20.39,20.98,15.26,95.5,98.79,8.09,152.5,11.15,153.81,93.06,21.3
1982,5,13,20.84,18.99,19.91,14.22,13.25,98.41,7.46,176.5,10.73,177.62,89.25,20.4
1982,5,14,19.79,14.3,17.05,10.44,2.25,98.79,4.95,197,7.44,197.31,74,19.37
1982,5,15,22.04,18.71,20.37,13.67,0.96,99.22,4.62,178.62,7.31,179.12,82.44,22.07
1982,5,16,22.33,20.05,21.19,14.83,11.7,99.23,5.8,158.5,8.38,159.38,87.44,22.21
1982,5,17,21.01,18.94,19.98,13.79,9.49,99.35,3.89,166.31,6.02,167.06,88.44,21.14
1982,5,18,21.08,18.67,19.87,13.61,11.59,99.29,3.47,175.06,5.58,175.94,86.81,21.04
1982,5,19,22.72,19.37,21.05,14.28,0.82,99.16,4.67,178.69,7.22,179.56,82.75,22.81
1982,5,20,23.84,20.73,22.28,15.5,4.19,99.02,6.16,180.12,8.8,181.12,83.81,23.84
1982,5,21,23.4,21.18,22.3,15.93,3.5,99.21,4.23,183.88,6.52,184.62,87.75,23.33
1982,5,22,22.48,20.44,21.46,15.2,4.71,99.36,2.74,162.44,4.66,163.19,88.62,22.37
1982,5,23,22.58,19.67,21.12,14.47,15.47,99.23,2.87,150.31,4.42,151.5,84.25,22.51
1982,5,24,22.8,20.4,21.61,15.2,12.79,98.91,3.48,190.38,5.36,191.19,86.88,22.88
1982,5,25,22.44,18.91,20.68,13.92,16.97,98.79,2.64,251.5,4.03,251.12,81.62,22.48
1982,5,26,24.21,20.99,22.6,15.93,5.27,98.53,4.73,174.06,6.98,174.81,83.25,24.12
